Dataset,Row ID,text,TARGET,MIGRANTS,POC,LGBT+,MUSLIMS,WOMEN,JEWS,other,DISABLED
Multi_CONAN_Counterspeech,207,It is easier to blame one group for everything bad that happens rather than trying to understand the complex and multifaceted causes of problems.,JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,4665,"Refugees are frequently persecuted because they are different, but it doesn't happen here...we are an inclusive country.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8102,"I know some people find it hard to accept, but there is no reason to think that blacks are genetically inferior to other races. According to science, humans are all the same.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1561,"On the contrary, as a parent, I believe it is our duty to teach our sons about feminism and to teach that rape is always wrong, so that we can have a better and safer future for our children.",WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,6344,"I have met so many blacks that are amazing people, and all of them are able to feel and experience love and kindness.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2776,"Maybe you should consider that not all women are childlike, and that some women are 'childlike' with children!",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,1352,Islam does not pose a security risk to this country. It's the reason why the UK and the EU are not falling apart.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2956,The EU and UK have laws against discrimination based on religion. Maybe you should check them out.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6865,"Incompetence is not a synonym for Muslim. A person can be sick or incompetent regardless of their religion, wouldn't you say?",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6613,"Without education it would be impossible to have human rights, free thought and to promote the scientific method. And still, black people are discriminated in universities, like a report by the Pew Research Center shows.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3922,"If you want to an absurd perspective about a whole community, it's not fine. This attitude seems to be everywhere: sometimes people have to suffer if they are ""that kind of person"", as is the case in this examples, where a gender identity is often used to limit a person's rights. This shouldn't happen.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1460,Isn't it about time we stop turning a blind eye to the blatant inequalities that exist in our society? Shouldn't we be raising our voices against these blatant inequalities? All men and women are created equal.,WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,2277,"Violence is not part of any religion, it can be found in extremism instead. Don't you think so?",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2134,I am not sure that they should be banned. Migrants are people too. They are good to have in our society. And many of them are helping us to develop our country.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1515,"The real problem is not same-sex marriage, it is people being homophobic.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3068,Basing your opinion of someone 100% on a person's nationality? Maybe you should rethink your claims.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,283,No anti-racist is a code word for... anti-racist. People concerned about racism aren't anti-white they are just calling attention to systematic injustices faced by ethnic minorities!,['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1574,"Most countries on earth have laws against immigration. But there are no restrictions on a whole ethnic group, because there is no evidence that what you say is true.",other,0,0,0,0,0,0,1.0,0.0
DIALO_CONAN_Counterspeech,1304,The vast majority of Muslims are peaceful and helpful people.,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4337,Why don't you remember those who have been persecuted and killed instead?,JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,5611,"Equality of the genders, which is necessary for a functioning society, is the only thing feminism wants.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,334,The claim that immigrants come to the U.S. to take advantage of the birthright citizenship is simply wrong. Research consistently shows that the vast majority of immigrants come to the U.S. for economic opportunity or to flee violence and poverty.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4966,I don't think this is a very strong or healthy way to talk about others.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,854,Why do you think it's right to ban someone for being gay? This is an individual preference and you cannot base a law on sexual orientation.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1411,Islam is a religion of peace.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6245,"Immigrants aren't a threat to the health of our country, it's enough to take proper care of sick people to prevent diseases.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,154,Immigrants are integrating very well into our society and it seems that they have reached a better level of English than other people.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4032,"You can't apply legal, social or political stigma to individuals just because of their sexual orientation. Your assertion seems to have no evidence or ignres the contribution members of these communiteis make to society.",LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3311,"Women have been oppressed by men. The level of equality that exists today is due, in large part, to the work of women like Germaine Greer.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,4406,"Migrants are not racist, they just ask to live in a more inclusive country.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6287,"Muslims have faith is a religion of equality and human rights, and as equal citizens they should be protected by the state.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1701,How can you say something as crude and meaningless as that about a religion? Isn't it just a personal belief everyone should have the right to profess?,MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,97,Do you have any proof of this?,JEWS,0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,4457,Do you know the data? How about considering that you are generalizing a little bit too much?,POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1807,"Feminism is a call for equality, and it has served the world well in the past, but it has still much to fight for. Now is not the time to undermine its progress.",WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,7357,It is a mistake to say that all Muslims are a problem in the world. Why would they be?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2161,"Muslims are not mutually incompatible with us, they are just different from us in certain aspects. For example, in their religion.",other,0,0,0,0,0,0,1.0,0.0
DIALO_CONAN_Counterspeech,7353,"Those who seek asylum are our brothers and sisters and it's important to note that even if some apply for benefits, what they receive is very little, barely to get by. We need to work with them to bring about a positive change.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3394,"I would like to see more diversity in our society, not less.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,121,Do we really need supremacy? Can't we all live peacefully since we are all created equal in the eyes of God?,other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,924,You're not a champion of the right to freedom of expression then?,LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7515,The majority of Muslims in the world are peaceful and helpful people. Why should they be banned from our society?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4041,"We should not ignore the very real fact that racism and xenophobia exist in our country. In this day and age, it is better to address them.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6338,"Despite racism being part of our society, we should fight it and treat all people the same way.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6476,This opinion isn't shared by all Muslims.,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2214,"In practice, immigrants from many countries integrate very well. They learn the language, the culture and respect the law.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6947,"I don't believe that your statement is based on truth. Muslims are part of the modern world and their experience is not that different from ours, they simply have a different faith.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3225,I am not sure I fully understand the suggestion that Jews have no conscience. All Jews I know have both a conscience and a moral sense. How many Jews do you know personally?,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6773,"There are many different ways to treat people, and to understand each other. Racism is not one of those.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3537,"Immigrants are entitled to the fundamental rights of UK citizens. If provided by the law, they can remain in the UK even if they weren't born here.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7216,"The feminist movement is about women and their rights, not about oppression, least of all about rape. That is a serious accusation to make without evidence.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,3397,"So are you saying that because black people are different from whites, they are inferior? I would be interested in knowing which parameters you would use to measure this alleged 'inferiority'.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2728,You have a very limited concept of what 'free' means!,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2737,"Islam is about love, and not about violence and conquest.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4782,"We're all entitled to work in this country, irrespective of our sexual orientation.",other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,258,"Those who are accepted as refugees are eligible for social housing, that is true, but very few succeed in getting it because they have a maximum of 28 days to leave their temporary accommodation and arrange all their paperwork.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7205,The point is that all people of color are equal in human rights and therefore deserve equal protection as white people.,['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1516,"Homosexuality is a sexual preference, not a disease. How can their sexual preference affect your feelings?",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,838,"Great that you are defending women and gay people but why do I get the feeling it is really just an opportunity to take a dig at Islam. Btw just as they are in the Catholic church, attitudes in Islam are changing fast.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5461,Are you saying that the Jews are the ones who committed the Holocaust? Are you serious? This is completely irrational.,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,4577,"Even though some people are more likely to believe conspiracy theories, we all could benefit from some shared perspective on things, and believing in hard evidence helps with that.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6514,"If you are saying that white people do not find it strange to discriminate against black people, I have to disagree. This behavior is not acceptable. People of color are our brothers and sisters.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3260,"No one is ""happy"" being unemployed, the point is about creating a more just society. In fact what is the point of discussing how to stop racism if we are not even able to grant equal opportunities.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7576,"I dont think this is true, LGBT people don't have an agenda, they simply want to be accepted and have a family.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8123,"Black folks are more likely to live in dangerous neighbourhoods because of systematic racism and less opportunities given to them. Poverty, lack of education, dangerous areas is what leads to crime, not the color of the skin.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3983,"Violence has always been a part of our society, and for that reason it is difficult to start talking about it. We are also living in a complex society, one that includes many races: that is why I don't think it is the fault of POC, at least not POC alone.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3676,"The rights of religion are part of the country's constitution and are protected by law. It is important that laws are upheld and,accordingly, Muslims should not be deported.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1908,"Short statements generally fail miserably in describing the rich complexity of any concept, faith or ideology and are often simply a balatant and wilful misrepresentation.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7303,"Many migrants work hard and have a good reputation. They are often very helpful and good people. They are an asset, not something to get rid of.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3575,"The point is that people do not recognize the great contribution that immigrants are giving to England. We must be grateful to those who improve our country, even if the media sometimes state the opposite.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2000,"Feminism is a progressive ideology. As such, it is in the process of changing sexist ideas.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,1506,"Accessibility is important, and so is respect and equality.",DISABLED,0,0,0,0,0,0,0.0,1.0
Multi_CONAN_Counterspeech,1288,Migrants are just trying to get by. Nobody can understand the daily struggles they are facing.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5689,"Everyone has the right to have their opinion respected and expressed through democratic elections, women too.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,4182,"It is not true that we are invaded by migrants. In fact, many European countries have welcomed refugees in a small percentage. What is your evidence?",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2837,"Islam is a peaceful religion, and it is not at all similar to the kind of extremist hatred that has caused violence in many countries.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7933,"It sounds like you don't support equal rights for everyone, which is unfortunate. There is no LGBT agenda, they only want to be accepted in society.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2534,"Immigrants have given us a new way of life. They have helped to create new opportunities and improved our lot, and they earned it the hard way.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1430,Women make up over 45% of the labour force in the UK. They should be allowed to have their say. What happened to the rule of law?,WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,2480,It isn't true. Muslims have been and are persecuted in many non Muslim countries. They are human beings with human rights..,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1400,You would be surprised how many feminists are very good at convincing people that changing a misogynistic and violent world is not against the interests of men.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,3998,"Immigrants have given their lives for our country. Many of them have been proud to serve our country. They are, just as our fathers and mothers were, proud of US.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2607,"Maybe you should check what survey results say about who would be happy to leave their country. According to a Gallup study of 2019, nearly half of Afghan would like to permanently move to another country.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4086,So are you saying that you don't think that POC can be part of society?,POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1308,"They are not sick people, there is nothing wrong with loving someone.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7580,"They don't hate us, Muslims are good people and good citizens.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2206,"We have always had a very strong working class, and of course immigrants contribute to the creation of this.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,178,"When I read the farrago of nonsense in the Protocols I think that even Ernst Stavro Blofeld would have retired from world domination and surrended to James Bond had he been asked to say something as crassly melodramatic as: ""The goyim are a flock of sheep and we are their wolves.""",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,5203,Do you know any Muslims that share your opinion regarding their hate towards immigrants or Christians?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3572,"There is no evidence that homosexuality is a health issue, what is the proof you are looking for?",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1729,Well there are many Muslims in our country and they are not in any way a problem. What we have to be wary of are people who are too discriminatory towards them.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6409,I'm not sure why you say that gay people are insane. Maybe you'd go crazy too if you were told to go back in the closet.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5178,"Such a statement only calls for misinformation. Don't listen to the news if you don't like it, and if you don't believe the news try to draw your conclusions from experience. If you feel judged for believing something you see as nonsensical, find the courage to speak out.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5621,No one has to be dominated by anyone. We can just live together in harmony and equality.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,765,"People have always had different views on the UK and on the world. To suggest that immigrants are replacing the British is the result of racism, saying that they do not fit here is just wishful thinking.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4684,This is just not true: women should have equality of access to education. and it is sad that they still need to justify this.,WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,366,What regulation would you suggest? And for what reason?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8197,"Thats not greedy, most people choose only one partner, but even if they had more how is that a problem? It doesn't affect you.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1921,"Why should Islam have no place in a democracy? Islam is a peaceful, democratic faith with universalist values that has been shown time and time again to be much more peaceful and tolerant than the violent extremist fundamentalist ideas spewed by extremists like Isis.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4873,"We can protect our culture and heritage, but in addition, we cannot perpetuate discrimination and inequality.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3994,"No victim is responsible for the things that happened them. I think this is a very human way of thinking, in which gender is in some ways responsible for what is happened to them. But it's a problem that needs to be dealt with in a objective, sensitive and inclusive way.",WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,6771,Feminism is a movement that stands for equality of rights for all. But it is also about equality between men and women. The idea that men are oppressed is completely untrue.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,4354,"You are correctly referring to their sexual preferences, that is their affair. How do you think they are a 'drain' upon society by minding their own business?",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3480,This is not true. Feminism is an attempt to improve the lot of the less fortunate. It is about equality.,WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,6657,"Society can be harmed more through sexual abuse, physical abuse and even the lack of security.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2139,"Immigration is good for our economy, and the very opposite of 'the death' to us.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2746,"Women are not childlike, this notion is not supported by the facts, at least in my opinion.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,3081,The culture in which you live should not affect your rights as a human being.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3762,"When the sole purpose is to subvert democratic institutions and remove freedoms from some minorities, that sounds a lot like Nazi Germany, doesn't it?",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,5401,I don't find it possible that all Muslims are incompatible with civilised Europe. Why do you think that?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2404,Have you looked at the crime statistics in your area? Are you sure that Islam is specifically associated with crime in your area?,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6661,What if this happened to heterosexuals instead? Would it be right for you to be isolated from everyone else and the people you love?,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4136,Could you post the link to the article? I know how social housing works and this doesn't sound true.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3366,Jews are tolerant and don't have problems with other religions or cultures.,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,1393,"Feminism encourages the questioning of gender roles of men and women. We have to overcome these gender stereotypes, to move towards a more equal society.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,899,Jews have been responsible for the important technological advances of our time. It is ridiculous to think that they will be unable to take part in the creation of the modern nation we are proud to call our own.,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,7450,"I doesn't sound like you have you read any peer-reviewed medical journals about gay men, because this is not true. Gay people tend to be isolated and this could bring to depression or other problems, but this won't be solved by isolating them even further. We have to change how society perceives gay people.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8221,"This kind of campaigns is an opportunity for positive change. This is nothing new, and we should all try to learn from black history month.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,599,"Since the movement is meant to achieve equality for the oppressed female population, it is called the movement for women: FEMinism. But of course the outcome will be equality.!",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,4145,"There are many different health problems for which there is no cure, and homosexuality is not among them. That's why we need to discuss these issues, rather than fighting against people who happen to love someone of their own sex.",LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4955,"Although it is believed that the conflict between Islam and the Constitution is a cultural and historical, what is needed now is to try to live together in a peaceful way, regardless of the differences.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5224,"Muslims are our fellow human beings and we should do more for them, after all we're the same.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4927,"So you want to see millions of Jews murdered every year, once again?",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,3631,"How can you be sure that Jews control the US? Who told you this? They have held positions of influence in so many US institutions, but that does not mean they control them.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,4548,"Both immigrants and veterans can fit into the many vacant houses in the UK. We should treat migrants with respect, and try to understand them. If you were forced to go abroad and you live in a difficult situation, you would want that too.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4299,"Women can be very different from men in many ways, but this can't be a reason for the lack of respect for them: they are humans too.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,246,"This myth plays into classic anti-Semitism: Jews control the world, and conspire to manipulate the rest of society, has characteristics of Nazi propaganda the Jews being the source of all evil.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,4331,"So this is really going to be about race? No matter what ethnicity or religion the children of the future are, we are all human!",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,3546,"If you feel like acting that way towards people because of what they believe in, then you should go back to your beliefs and ask yourself if you'd like to be discriminated against for them. What is your opinion on that now?",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,3961,"A person's personal life should be left to their choice, not the government's.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7068,"I don't think it is correct to say that a person is classified as inferior because of their skin color. There is no scientific evidence of it, a ""racial hierarchy"" doesn't exist.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4217,"Trusting everything you read online is not wise, especially on personal blogs that try to copy news sites or citizen journalism style.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3854,"All cultures have different beliefs and practices, and so have differing values, but its nonsense to say Jewish people are trying to subvert Western civilization.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,5957,Islam is a religion which is founded on the idea of making life peaceful. Only a few extremists assert the contrary.,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1951,"If you hate someone because of their religion, you should be ashamed of your hate. We should all be proud of our humanity.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6827,"Some migrants flee from countries with a history of persecution and war. And because of that, we have to welcome them. We can't turn a blind eye to the suffering of others.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2952,"Are you saying that the fact that there are Jews in high positions in society (such as in finance, politics, or the media) has something to do with their religion? Are you aware that correlation does not mean causation?",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,7154,"I don't think it is necessary to deny that gay people have their place in our society. They are just human beings with different needs and wants, but they do belong in society.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1920,I don't think the word 'pervert' is useful is describing non-heterosexuals.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6219,"Homosexuality isn't a disease, but a sexual orientation. 5% of the population love people of the same sex.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,31,"These groups tend to be a minority in Britian. Either way, everyone deserves respect and protection and human rights.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1347,"Would a 'Muslim ban' make you feel safer? Banning people, or forbidding a religion, will not fix any of your fears.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2096,"Jewish survivors of the Holocaust, whose suffering is nothing to be ashamed of, are proof that violence is never right.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,5243,"Maybe, but the Jews are not the only minority in our middle class.",['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,1487,So you think that they are not 'legitimate' for having less rights than us? That they do not have a 'legitimate demand' since they are not granted citizenship?,MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1854,If that were the case I am sure there would be more positive media portrayals of Judaism?,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,4424,"Well, that is probably a little to extreme, isn't it? Just because someone's culture is different from your, it doesn't mean that you have to resort to violence. Moreover, 'third world' isn't an accurate descriptor of other continents, it doesn't make them inferior to the West. Please educate yourself.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1472,"According to your beliefs, men and women are different in their rights. They are not.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,1064,What do you mean by 'we'?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4273,"If you think supporting the LGBT+ community is stupid, that is your problem.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2853,"Many immigrants have worked legally for many years, and this enables them to access some of the most basic services.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,922,Feminism is about equality. Your assertion that a women's empowerment movement is somehow about dissolving masculinity and allowing someone to be 'disempowered' is absolutely FALSE.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,6396,Homosexuality can't be lumped with heresies that started the Inquisition. It's not a disease and it's not dangerous. Gay people simply wish to be accepted and loved instead of being attacked.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5610,"The feminist movement is a fight to end sexism, not a fight for power to dominate men.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,7779,"Why do you think that women are sex objects? Your words are very harmful and dangerous, I suggest you to stop discriminating and sexualizing women in this way, they are human beings with full rights.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
