Dataset,Row ID,Hate_Speech,Counter_Speech,Target,Target_2
Multi_CONAN,2354,Immigrants steal our jobs.,"It seems to me that you have a complaint about the lack of job opportunities rather than about migration. The more you talk about the real problems, the better off we all will be!",MIGRANTS,
Multi_CONAN,2355,"Migrants are a burden to the host country, so it is better that they are deported.","It is true, on the contrary, that migrants are productive members of society. But even if they were a burden, to deport them would be a crime.",MIGRANTS,
Multi_CONAN,2356,Migrants are a burden to the host country because they are refusing to work.,"Migrants are happy to contribute to the host country's economic growth, in order to give back to it in many ways.",MIGRANTS,
Multi_CONAN,2357,Our founding fathers were not happy with migration and multiculturalism.,"According to the facts, British colonisation started around 1600. In so far as the British empire is concerned, for better or worse, we have always been in favour of multiculturalism.",MIGRANTS,
Multi_CONAN,2358,"Migrants are a plague in the United States. They threaten our richness, even billionaires don't want them here.","Have you tried comparing the top individuals in the U.S. according to assets and liabilities? A comparison of wealth and income will reveal that the richest 1% have more wealth, exceeding the wealth of the bottom 80%. Maybe this is the real plague...",MIGRANTS,
Multi_CONAN,2359,Refugees are more likely to be criminals like all migrants.,"Refugees aren't a 'source of crime' just because they are migrants. Moreover, they are no source of crime at all. Rather, it is very likely they are escaping from countries where crime against humanity is perpetrated.",MIGRANTS,
Multi_CONAN,2360,"We are being bombarded with fake news. Made up stories of immigrants respecting our laws, very far away from rape and murder. We must no listen to these. Migrants are criminals.","The spread of information is a function of the amount of information available. Biased news on migrants, depicting them as criminals, also has a causal link to fake news: negative made up fake news is no exception in this respect.",MIGRANTS,
Multi_CONAN,2361,"Immigrants break our laws, they are rapists and drug addicts. They are not welcome here, they are not worth our time.","Most of them are neither rapists, nor drug addicts. The majority of addicts and criminals are not immigrants. Quibbling about percentages won't solve these problems.",MIGRANTS,
Multi_CONAN,2362,"Immigrants break our rules, they can't even keep their house clean. They are not welcome here, they are not worth our time.",We live in a free country and everyone has the right to respect others private lives.,MIGRANTS,
Multi_CONAN,2363,All those worthless migrants creating problems...,"It seems like you have an unfair point: if there are so many unworthy migrants, you have the misfortune to be of much more worth than them. Therefore who is to blame for all our problems? Who is not able to show their value, or the worthy one?",MIGRANTS,
Multi_CONAN,2364,"Immigration is the cause of the unemployment crisis, the EU has no strategy to handle the situation.","Perhaps you are not privy to the ""strategy"" of the EU's migration policy. You suggest that the problem of unemployment is the result of uncontrolled immigration from developing countries, but without any evidence.",MIGRANTS,
Multi_CONAN,2365,Most migrants are criminals and they are flooding into our country and are posing a security risk to our country.,"Some migrants have legitimate claims for citizenship, but this does not make them the enemy of the state, in other words it does not concern you.",MIGRANTS,
Multi_CONAN,2366,We must put an end to immigration: a new immigration crisis is ahead.,Many European countries are experiencing a positive change in the social profile due to the migration.,MIGRANTS,
Multi_CONAN,2367,My fear is that immigrants will not make our country any better.,"A lot of immigrants feel insecure and unsafe in their own country, if we want to make our country better, we need to make sure everyone, immigrant or not, feels safe and protected.",MIGRANTS,
Multi_CONAN,2368,Migrants are to blame for the refugee crisis and we are in danger of mixing our cultures.,"Diversity is a sign of integration, not a migration crisis.",MIGRANTS,
Multi_CONAN,2369,"How will my country be, when my children will be adults? This is an example of the many question coming to mind, when I think about all the huge problems caused by migrants.",Another example: where do you see a huge problem with immigrants in this country? Don't you think they are doing something good for the country?,MIGRANTS,
Multi_CONAN,2370,"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here.",Many of them have been living here for many years. Many have worked hard to become integrated. They should be more than welcome!,MIGRANTS,
Multi_CONAN,2371,"We are being invaded by immigrants, we have become too multicultural, it has gone too far.","In reality, millions of immigrants have made contributions to our country, especially to our great spirit of creativity and innovation.",MIGRANTS,
Multi_CONAN,2372,"Immigrants say they come here to take our jobs, but in fact they are just lazy.",There are many jobs that can be done by migrants. They are good workers.,MIGRANTS,
Multi_CONAN,2373,Migrants come here to work. Their job is to ruin our society.,"Of course they come to work. But if they do the jobs we are not willing to do anymore, there is no point in viewing them as ""saboteurs"" aiming to ruin our society.",MIGRANTS,
Multi_CONAN,2374,Muslims are not welcome in our country.,"I don't know about you, but I have never heard of a Muslim being 'not welcome' here.",other,
Multi_CONAN,2375,Immigration from Islamic countries is a mere legalized form of Jihad.,"Terrorism is always violent and always will be. Unfortunately for your comment, Islam is not.",other,
Multi_CONAN,2376,Muslims are not welcome in our country.,They have the right to be here. They have every right to be welcome in this country.,other,
Multi_CONAN,2377,The migrant crisis in our country is a Muslim problem.,"Please help us to understand what's really going on here. Why is it a Muslim problem? If you really want to say this, try speaking to a real migrant first.",other,
Multi_CONAN,2378,Nothing is worse than a Muslim invasion.,"Islam is not doing an 'invasion' as you are using it to imply. Rather, it is a way of life for many.",other,
Multi_CONAN,2379,It is no secret that the Muslim invasion is a bad thing for Europe. They are flooding our countries and we still do not have borders.,How can you say this about a religion? Are you talking about the activity of the particular people who do not wish to assimilate?,other,
Multi_CONAN,2380,Muslim immigration is bad for the UK economy.,Will the UK and EU economy thrive if more people leave us?,other,
Multi_CONAN,2381,"I could never fall in love with a Muslim, I don't like them. They carry awful symptoms: lazyness, aggressiveness, bad smell.","To be fair, just from the attitudes displayed in this post, you don't sound like an ideal catch yourself.",MUSLIMS,
Multi_CONAN,2382,Islam is a religion of conquest.,"Islam is a religion of peaceful coexistence, that has brought many good things to so many.",MUSLIMS,
Multi_CONAN,2383,Islam is not a peaceful religion.,"The main criteria for declaring what a religion is, requires at least a basic knowledge of it, you can't just state it based on a religion's misconceptions.",MUSLIMS,
Multi_CONAN,2384,Muslims have no place in civilised Europe.,"Muslims are part of Europe, since the beginning. For example, in the 1970s they made up the 2% of the French population.",MUSLIMS,
Multi_CONAN,2385,Muslims have no place in civilised Europe.,"Muslims have been a part of European society for centuries, and their presence is strong evidence of that.",MUSLIMS,
Multi_CONAN,2386,"Islam is a dead ideology, it has been proven time and time again that its tenets can not be applied to totally different situations.","A religion is just a set of beliefs and practices, it has nothing to do with politics and ideologies.",MUSLIMS,
Multi_CONAN,2387,Muslims have no place in civilised Europe.,Are you suggesting that a person's religion is a barrier to integration?,MUSLIMS,
Multi_CONAN,2388,Muslims are infidels.,"What does it mean to be ""infidels""? A Muslim is someone who follows the Quran. They have a faith, and it is islamic.",MUSLIMS,
Multi_CONAN,2389,I heard that the Quran promotes violence. It binds Muslims to a set of mandatory rules and an underlying attitude of aggression,"Maybe you should study the Quran more to understand what it reallyis, a sacred book, revealed to Mohammed and read by every Muslim as a perfect example of the message of freedom.",MUSLIMS,
Multi_CONAN,2390,They accuse me of being Islamophobic because I don't like Muslims. But they are the same Muslims who threaten us with explosives!,Muslims are not the problem in this debate. Terrorists are.,MUSLIMS,
Multi_CONAN,2391,We cannot have a multicultural Britain. It will just bring up conflicts and fights. Muslims have no place here.,Is it really so bad if people from different religions live side by side in our country? What is the point in having a 'multicultural Britain'? To be all allowed to live together in peace.,MUSLIMS,
Multi_CONAN,2392,Islam is the worst of the worst.,"Islam is the worst of the worst of what? It is one of the religions of peace, and thus it can part of any modern democratic state.",MUSLIMS,
Multi_CONAN,2393,"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything!!!",You can't blame Islam for every problem in the world.,MUSLIMS,
Multi_CONAN,2394,What about all those Muslims in Britain? They vote with their feet.,Every British citizen has the right to live and vote as he/she wish. Being Muslims is no exception.,MUSLIMS,
Multi_CONAN,2395,Islam is just a religion full of killers and terrorists.,"The Quran has nothing to do with Terrorism, nor do the Hadiths and Sahih Muslim. Since you are talking about Islam, do you know what those are?",MUSLIMS,
Multi_CONAN,2396,Muslims have no place in civilised Europe.,"Wherever Muslims live, they feel threatened by people of other religions. Your statement confirms they are right.",MUSLIMS,
Multi_CONAN,2397,Muslims are a problem in my opinion. They are not welcome in our country.,Muslims are a very important part of our country and have played a huge part in our history.,MUSLIMS,
Multi_CONAN,2398,"Muslims rape women in pubs and restaurants, on the streets and in our cities. They do not have the right to visit our country, what more could they want?","Why do so many British people associate Muslims with rape? Islam is about sharing values, tolerance and understanding. It is not about sharing non-consensual sex.",MUSLIMS,
Multi_CONAN,2399,What is a Muslim? A worthless person with strange clothes and strange beliefs!,"If someone were to question you on who you are, if they were to show you that you are different from everyone else, then they would doubt your own identity and your own worth. How would you feel then?",MUSLIMS,
Multi_CONAN,2400,I do not understand how a Muslim can be a good parent.,I am not sure I understand what you are saying.,MUSLIMS,
Multi_CONAN,2401,We are surrounded by Muslims and they are all the same. They are all terrorists.,The reason why I cannot understand what you are saying is because you are probably from a different planet. Do you know what being a Muslim means?,MUSLIMS,
Multi_CONAN,2402,Islam is opposed to Christianity. Like fire and water. They just can't be in the same place.,"In Western societies, Islam is a diverse faith that offers many benefits to society. You seem to be misinterpreting its benefits. For example, in workplaces requiring continuity, Muslims could work during Christmas allowing Christians to go on holiday.",MUSLIMS,
Multi_CONAN,2403,"I am offended by the presence of Muslims in Britain. Where is the sense in this faiths mixture? Nothing good is going to happen. They are ashamed of their religion, and when someone feels insecure, they are more likely to attack because they have nothing to lose.","This is not the case. What you think the comment is about, I do not know. What I do know is that, as the vast majority of Muslims in the UK, they are incredibly proud of their religion. If people were to be genuinely offended by sombody else's different religion, then I do not think the vast majority of Muslims in Britain would be deeply offended by your religion either. Why are you?",MUSLIMS,
Multi_CONAN,2404,We do not want Muslims here. There is no reason for wanting a Muslim to live here. They are the cause of crime in my neighbourhood.,Have you looked at the crime statistics in your area? Are you sure that Islam is specifically associated with crime in your area?,MUSLIMS,
Multi_CONAN,2405,I can't stand Muslims because they get it to the extreme every time. Islam is the short for Islamic Radicalism.,"Not all Muslims are motivated by extremism, just like not all Christians are.",MUSLIMS,
Multi_CONAN,2406,Muslims are a problem in my opinion. They do not want to assimilate. They do not want to assimilate into Western society.,Is it because you don't like Muslims? Are you talking about the fact that you don't like Muslims living in your country?,MUSLIMS,
Multi_CONAN,2407,Muslims have nothing to contribute to our society.,"Even if they had nothing concrete to contribute to our society (which is false), they still have religion. In my opinion, the cultural contribution is priceless and deserves respect.",MUSLIMS,
Multi_CONAN,2408,"Islam is the world's biggest oxymoron, spewing ignorance to its adherents and making it about tolerance. Truth is that Muslims don't tolerate people of other faiths.","The concept of tolerance is about understanding others, not about discrimination and excluding people on the basis of their religion.",MUSLIMS,
Multi_CONAN,2409,We are more than united against Muslims on the basis of their religion. They are different from us.,"Telling some people apart on the basis of their religion, and saying that they are different from us does not make them worse than others.",MUSLIMS,
Multi_CONAN,2410,All Muslims should be banned from the UK.,"British citizens have the right to be free in chosing their religion and beliefs, and it is in the best interest of all parts of our society to include everyone.",MUSLIMS,
Multi_CONAN,2411,All Muslims are incompatible with any Western society.,The vast majority of Muslims in the UK are here because they want to live and work in the UK. They are part of our community and we should continue to welcome them.,MUSLIMS,
Multi_CONAN,2412,Muslims are not welcome in our country.,"There are more than two million Muslims in the UK, and Muslims are a very important part of our country for many reasons, not least because of our tradition of welcoming and supporting people of different faiths and cultures. Isn't that what has made Britain great?",MUSLIMS,
Multi_CONAN,2413,Muslims come straight out of the Middle East to rule our country.,"Not all Muslims are from the Middle East, like not all Muslims are from Pakistan. And to equate all Muslims with extremists is misleading.",MUSLIMS,
Multi_CONAN,2414,"Islam is incompatible with human nature: the weaker the enemy, the more vicious and violent his acts.","That is not true, Islam is a religion of love and compassion. Cruelty cannot be a part of that.",MUSLIMS,
Multi_CONAN,2415,Since when are we doing well with Muslims?,The West has never been incompatible with Islam. Muslims are part of our society since Islam's inception centuries ago.,MUSLIMS,
Multi_CONAN,2416,I think jihad is a global problem and we should bomb it out of existence.,"We must understand and address the true causes behind terrorist attacks, so that we can prevent future ones.",MUSLIMS,
Multi_CONAN,2417,Islam is no more than an ideology and set of beliefs that promote terror and murder.,"While there are terrorist organizations caliming to be followers of Islam. But, their ideology and belief system are not the reason for attributing violent actions to all Muslims.",MUSLIMS,
Multi_CONAN,2418,The figures of the London Bridge terror attack of 2017 were terrifiying. All Muslims are accomplices to these terrorists who brought down the lives of many of us.,"Let me tell you a story: there is an Imam in the UK, Adeel Shah, who has a proven record of caring for those in need. The London Bridge terror attack was a heinous crime committed by three. These criminals killed people, destroying a bridge between peoples, but Adeel created 10 new ones by raising 1 million pounds for 10 British charities.",MUSLIMS,
Multi_CONAN,2419,I am part of a society of imbeciles that think that Muslim can live with us in harmony. Thank to the behaviour of many of them we must exclude them all. We can't deal with the risk of terrorism.,"You may be living in a society of imbeciles, but this doesn't give you the right to criticise all Muslims.",MUSLIMS,
Multi_CONAN,2420,"If Muslims couldn't take a joke, they shouldn't be allowed to live.","For all the ""Islam is not a joke"" nonsense, you know it is a grave error to connect fundamentalists with Islam and all the people who believe in it.",MUSLIMS,
Multi_CONAN,2421,Most criminals are Muslims. The question is why don't we ban them?,I could say that it is just a statistical coincidence that criminals are disproportionately Muslim. But the real question is: where is the evidence?,MUSLIMS,
Multi_CONAN,2422,Islam has no place in civilised Europe.,"Most Muslims in Europe are respectful and friendly people. This seems fairly close to being 'civilized', doesn't it?",MUSLIMS,
Multi_CONAN,2423,Who the fuck are you? We are scared to death of Muslims because they want to make us their slaves.,Muslims in Britain have contributed a lot to our economy. They are true innovators in modern Britain.,MUSLIMS,
Multi_CONAN,2424,Muslims are not welcome here.,Many Muslims live in the UK. They are our neighbours and we should welcome them.,MUSLIMS,
Multi_CONAN,2425,"Muslims have nothing to contribute to our society, they are only an ATM for the world's major problems.","Your word for ""Muslims"" means all people from a religion, whether you like it or not. Which problems are you talking about?",MUSLIMS,
Multi_CONAN,2426,"Islam is not a religion, it is just a system of governance, incompatible with Western culture.","Countries, not religions, have laws. And the followers of a religion, Muslims in our case, have obligations under those laws as citizens. That's all.",MUSLIMS,
Multi_CONAN,2427,"I am not a racist, but this guy looks a bit like an imam. Maybe he should avoid this town?",Do you have any evidence for the similarity you noticed? And even if he's an imam I don't get why he should avoid this town.,MUSLIMS,
Multi_CONAN,2428,"We should ban all Muslims, they are terrorists.","It is a myth that all Muslims are dangerous. We need to study the cases of terrorists and criminals to understand what we should do with these people, regardless of their religion.",MUSLIMS,
Multi_CONAN,2429,Islam is death cult.,I think you are being overly sensitive about Islam. A lot of Muslims around the world are really nice and understanding people.,MUSLIMS,
Multi_CONAN,2430,Muslim is the worst possible word to describe a human.,"If someone said the same thing about your religion, you might think they were joking. Are you?",MUSLIMS,
Multi_CONAN,2431,Muslims are incapable of love.,Islam is about love not hate.,MUSLIMS,
Multi_CONAN,2432,Muslims are incapable of love.,"Love is a human quality. Muslims, as humans, can love.",MUSLIMS,
Multi_CONAN,2433,Muslims are incapable of love.,"Love is the most basic human value, and subject of all religions alike.",MUSLIMS,
Multi_CONAN,2434,"I think that a Muslim has nothing to contribute to our society, if we could just get rid of them, this will be great.","I'm sorry for being rude, but no one asked you for your opinion on Islam. Also, there is no evidence for what you say, so why do you think this information is reliable?",MUSLIMS,
Multi_CONAN,2435,"Muslim invaders have taken over our cities, and are now happily raping our children.","When the Muslims ""invade"" other countries it is not to ""conquer us"", it is to establish their lives and dreams here, respecting our laws (meaning rape is not allowed) and without denying their culture.",MUSLIMS,
Multi_CONAN,2436,Islam is a violent religion and should be opposed.,This claim is based on a complete lack of understanding of the religion. It also appears to have been created to divide people who do not know much about Islam.,MUSLIMS,
Multi_CONAN,2437,"Let's face it fairly. Muslims are a problem in my opinion, they should go back where they came from.","If we exclude them from a country, we are not in a position to treat them fairly.",MUSLIMS,
Multi_CONAN,2438,"There is no god but Allah, and Islam is a religion of peace. Yes, where peace stands for silence for the victims of terrorist attacks.","Islam, like peace is not about killing, it is about trying to achieve a better life for all.",MUSLIMS,
Multi_CONAN,2439,Muslim invaders will conquer Europe. They will rape our women and they will do anything to get their way. Islam is a death cult.,"What do you actually mean by ""Islam is a death cult""? Do you seriously suggest that I should start to worry about what my Muslim neighbour might do?",MUSLIMS,
Multi_CONAN,2440,Islam is a political ideology and an deology of conquest. It has no place in a modern democracy.,The West has been a democracy since the beginning: it has always been about people coming together to make new and better lives for themselves. Islam is welcome too.,MUSLIMS,
Multi_CONAN,2441,"Islam is an ideology of conquest, violence and rape.",Islam is an ideology of peaceful coexistence and coexistence of peoples.,MUSLIMS,
Multi_CONAN,2442,Muslims are not welcome in our country.,"What do you mean by 'not welcome'? Muslims have lived in this country for many years, and have our full support.",MUSLIMS,
Multi_CONAN,2443,Muslims have no place in civilised Europe.,"The European Convention on Human Rights guarantees the freedom of religion, article 9.",MUSLIMS,
Multi_CONAN,2444,Islam is incompatible with Western Civilization. How can we tolerate people praising suicide bombing? It's against our values.,The Koran does not advocate war. It also does not condone suicide (and suicide bombing is included) or any other violent behaviour.,MUSLIMS,
Multi_CONAN,2445,"Muslims are not welcome here, they are not like us. They should leave.","Muslims are our brothers and sisters. If you compare your genes with those of a Muslim, you will find out you are sharing 99.9% of them.",MUSLIMS,
Multi_CONAN,2446,"Muslims are a problem in my opinion. They try to infiltrate in our society and are not well behaved. They are not good with children, they are not nice people. They say they want to impose their sharia law, and they don't want to integrate.","If Muslims are to be 'proper' members of our society, they have to be a part of our community, have to contribute to our success and have to accept our laws. And they do.",MUSLIMS,
Multi_CONAN,2447,Muslims have no place in civilised Europe. They are incompatible with modern European culture.,Maybe we should take into account that Muslims are not so different from other Europeans.,MUSLIMS,
Multi_CONAN,2448,Islam is not about peace. It is a violent religion.,"The problems you are referring to are the result of the spread of violent ideologies. Extremists are responsible, not Islam.",MUSLIMS,
Multi_CONAN,2449,I do not want a migrant to work with my children.,Immigrants can be of tremendous help when integrating into society. Maybe we should try to be a bit more open minded.,MUSLIMS,
Multi_CONAN,2450,Islam is a cancer in our society.,"Islam is a religion, not a cancer.",MUSLIMS,
Multi_CONAN,2451,We are surrounded by Muslims and they are all the same. They are all terrorists.,"What about the thousands of Muslims who have contributed to our country, created jobs, and provided for our families?",MUSLIMS,
Multi_CONAN,2452,Islam is a destructive force in the world.,"The problem is not what people believe, but what they do to each other. Like discrimination. That is the problem.",MUSLIMS,
Multi_CONAN,2453,Muslims are not welcome here,"Muslims are welcome here, in fact, we are in a better position to be a tolerant and diverse society than many countries in the world. Why should we be opposed to them being a part of our society?",MUSLIMS,
Multi_CONAN,2454,"This is not about Islam, this is about Race and National Identity.","So you are saying that people of different religions should not be part of our society? That is just ridiculous. And, religion is not even related to race.",MUSLIMS,
Multi_CONAN,2455,Muslims have no place in civilised Europe.,This is not true. They are part of the EU and are treated fairly here.,MUSLIMS,
Multi_CONAN,2456,Islam is a toxic influence in our country and we do not want it here.,I think it is good to speak out when we disagree. What is the toxic influence? I can't see any.,MUSLIMS,
Multi_CONAN,2457,Black people' do not belong here. I don't see any difference between the black murderer on TV and other niggas in town. They are all dangerous.,"Black people in news media are actually misrepresented with a disproportionate number of criminals, sexual offenders, and in some cases, murderers. A large part of this problem is a result of racism. We need to end this toxic way of thinking and talking, and start working towards building a more just and peaceful society.",POC,
Multi_CONAN,2458,Africans have no right to lecture others on history. They don't even believe in their own past.,There is no evidence that Africans are any less proud of their past than people from other countries.,POC,
Multi_CONAN,2459,Whoever is to blame for the present problems of our nation should answer for their deeds and I would not be surprised to find out that its the blacks that are solely responsible.,It seems its easier for our society to be divided by people's skin color than to strive for integration and tolerance?.,POC,
Multi_CONAN,2460,I am tired of education being used to help blacks and make them think they are equal to us.,"Education is an essential tool to fight for human rights, free thought, and to promote the scientific method. But it is not enough. It has also been shown by the Pew Research Center that people of colour are more likely to report discrimination in universities.",POC,
Multi_CONAN,2461,"Black minorities vote to strip wealth, power and opportunity from White people.","Minorities would never hope for such an impact on the rest of the society. Instead, they vote for the equal wealth, power, and opportunity for everyone.",POC,
Multi_CONAN,2462,I don't care about numbers. Feminist statistics are bullshit. The real percentages prove that black women are welfare queens.,"Statistics are a tool to demystify falsehoods that have been used to silence women and to marginalise people of colour. Feminism is all about equality and rights, not a preference for one sex over the other.",other,
Multi_CONAN,2463,Our founders were not happy with this thing you call multiculturalism: there should be a reason...,"People of different faiths, races and nationalities can live side by side, together in harmony.",other,
Multi_CONAN,2464,"I am not a racist, but many races means many cultures. This leads us to great confusion.",Let us not become ethnocentric. Cultural relativists argue that there are many cultures on this planet and they all need our tolerance. Why is yours better?,other,
Multi_CONAN,2465,"Afro-European?? We in UK are white, this just not makes sense.","The racial composition of the population of this country has been changing for a while now, and since then, the percentage of people from other racial groups has risen or fallen. In fact, according to the 2011 statistics, at least 15% of people in the UK are non-white.",other,
Multi_CONAN,2466,Feminism is a destructive ideology that has hurt so many and caused so much harm to our world.,I don't think feminism is a bad idea in itself. That's what people do when they are given the choice to engage in a movement for equality.,WOMEN,
Multi_CONAN,2467,I don't respect feminists because they don't respect and care for other races.,"Feminism is not a racist ideology. Feminism is about full human rights, and respect for women's dignity.",WOMEN,
Multi_CONAN,2468,"Some jobs can't be done by women, I don't understand why feminists don't accept it. Feminism is against my own morals.","The question is: are you willing to risk a backlash to fight for your moral principles, in favour of exclusion and discrimination?",WOMEN,
Multi_CONAN,2469,"Women are not able to take wise decisions, their behaviour is immoral.","Why do you think that women are incapable of acting ethically? They have always acted this way, from when they were children.",WOMEN,
Multi_CONAN,2470,If a woman wants an abortion then she is a cunt and should not be trusted with the responsibility of birth.,"This idea that a woman should not have rights on her own body is completely wrong, not only to her but also to society as a whole.",WOMEN,
Multi_CONAN,2471,Feminists are against the interests of the men.,You would be surprised how many feminists are very good at convincing people that changing a misogynistic and violent world is not against the interests of men.,WOMEN,
Multi_CONAN,2472,Feminists are against the interests of the men.,Feminists are all for equal rights and opportunity. Men's rights are necessary for achieving both.,WOMEN,
Multi_CONAN,2473,Feminists say that they are oppressed.,Feminists do not say that women are oppressed. They claim that women have always been discriminated against and they still are. Being discriminated against is not the same as being oppressed.,WOMEN,
Multi_CONAN,2474,"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies.","All societies have had gender inequalities, whether you identify as a male or a female. So why do you think that women are somehow ""less than"" men?",WOMEN,
Multi_CONAN,2475,"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies looking for justifications for oppressing men.",Discrimination based on gender does not have any justification. Feminists have always been against it.,WOMEN,
Multi_CONAN,2476,"All are equal before the law but women exclude themselves from ""all"". They don't understand they are equal, because they don't want to be treated as equal.","The principle of ""equality before the law"" does not mean that everyone has obtained equal rights. So, it's very logical to demand equality when there are inequalities.",WOMEN,
Multi_CONAN,2477,Feminists want women's supremacy.,"Feminists believe in equality of rights. They believe that men and women are created equal, and that men and women can have equal rights.",WOMEN,
Multi_CONAN,2478,"Feminists want to rule the world to get rid of minorities, they hate men because they want to be the oppressors.",What oppressors? What minorities? This is not what feminists are about!,WOMEN,
Multi_CONAN,2479,"Rape is an intrinsic part of the world, but women do not accept it. This is why we have laws against rape: to stop them from whining. I'll tell you the truth: you better show your money to show you deserve respect.","Rape is always a crime. Also, some women are more likely to experience rape in the first place, such as those from lower socio-economic groups, etc. Respect for people can't be measured in money.",WOMEN,
Multi_CONAN,2480,You think it's not OK to beat your wife because she has a different faith than you? Why shouldn't I get to beat my wife because of what she believes? Why shouldn't I be allowed to treat her like an object to be dominated by me?,Because it is wrong and degrading to violate someone's autonomy for religious reasons.,WOMEN,
Multi_CONAN,2481,Women are trash and we should have their respect!,There is a problem with traditional values and sexual ethics in our society. Saying that women are trash is disrespectful in the first place. Give and you will be given.,WOMEN,
Multi_CONAN,2482,Feminism is a deadly ideology that is oppressing women and ruining our beautiful planet.,"Feminism is an ideology that can actually prevent many deaths, e.g., homicides of women, domestic violence, if it is fully understood by every last member of the society.",WOMEN,
Multi_CONAN,2483,"Feminists say everything we need is in the female gender. This is false. 'Mankind' requires us 'man' first, even in the word spelling.",The problem with discrimination is not in male gender. It is that some think that women are weak and emotional. Those seem to have forgotten that we are all part of 'mankind'.,WOMEN,
Multi_CONAN,2484,"Feminism is all about equality. But this does not mean that they are equal to men. Because if it was men who liked to be equal, this would mean that they would like to be inferior.","Women don't like to be ""equal"" for the sake of superiority. Women like to be women, and to be treaten as humans. All humans are equal. Equality is not identity.",WOMEN,
Multi_CONAN,2485,This isn't about equality. This is about forcing women to to occupy roles in society for which they are not capabable,If we insist on treating people as not equally capable of contributing to society then we are forced to live up to that outdated and unjust system. Instead we should be improving it.,WOMEN,
Multi_CONAN,2486,"Women are basically childlike, they remain this way most of their lives. Soft and emotional.","Aren't you referring to Peter Pan syndrome, which is more common amongst men?",WOMEN,
Multi_CONAN,2487,Women are complaining because they can't get high-paying jobs. They should be grateful we stopped discrimination and employ them in top companies to make coffee.,"It is still more difficult for women to access the labour market than it is for men. Men still out-earn women on average, by 11% in Europe. Gender discrimination isn't over yet.",WOMEN,
Multi_CONAN,2488,Feminists women are nothing but trouble to this society.,"Well, I'm not sure about what you mean. Some women are just fighting for equality in society. To be honest, I'm sure that many others don't have the courage to speak out. The 'trouble' you are referring to is helpful for all women.",WOMEN,
Multi_CONAN,2489,Feminists have destroyed Western civilization.,"Strange that you would say this, given all the progress the West has made in so many areas, is thanks to women.",WOMEN,
Multi_CONAN,2490,Feminists have destroyed Western civilization.,"Equal rights for women is surely a cornerstone of Western civilisation, rather than its apotheosis?",WOMEN,
Multi_CONAN,2491,Feminists are violent subhuman sex beings.,"Feminist is a term used to describe people who take pride in their gender and desire the ability to have a stable and happy life, without discrimination.",WOMEN,
Multi_CONAN,2492,I'm tired of women complaining about men being a threat to women only to turn a blind eye to women threatening men.,Do you think that threat is a problem only when it comes close to you? It is a problem for anybody. Women are standing for their rights as human beings.,WOMEN,
Multi_CONAN,2493,"Women should be confined to the home, to raise the children. Their body exist just for this purpose.",The message to take from your comments is that you find women's bodies repulsive? How about this: think about the lives and the contributions to society that would be lost if you continued to perpetuate this gender inequality.,WOMEN,
Multi_CONAN,2494,"When rape is committed, women are to blame.",Rape is an act of violence that has no place in a civilized society. The message to take from your comments is that you find women responsible for being raped. Who ever would want to be raped?,WOMEN,
Multi_CONAN,2495,"Women have to take care of their little children, they must be not allowed to have a job.","What do you think men would say if they were forced to stay at home with their little children, this is depriving them of their right to work!",WOMEN,
Multi_CONAN,2496,Women should not be allowed to work.,"That is a rather extreme view. If a women is not allowed to have a job, then there is gender discrimination at work.",WOMEN,
Multi_CONAN,2497,Women are capable of nothing and they just need to be protected.,"Women do not want protection. They are hurt by violence because they are discriminated against. If there was no culture of violence, nobody would need protecting.",WOMEN,
Multi_CONAN,2498,Domestic violence against women is a culture that is accepted and shared by the women in many cases. Society is not to be condemned.,"Women are not responsible for violent crimes. The culture that makes people want to be violent towards their partners is not the ""culture"" of women.",WOMEN,
Multi_CONAN,2499,"I hate feminists, they take all our jobs and shit. We have enough women already.","We do not need misogynysts, we already have enough of them.",WOMEN,
Multi_CONAN,2500,A woman is a bitch and an ass.,"If a woman is not what you want her to be, then she is not a woman. Is she?",WOMEN,
Multi_CONAN,2501,"Feminism has no place in a civilised society, like Europe.","Not all people are ""civilised"" in Europe. Some are deeply racist and sexist.",WOMEN,
Multi_CONAN,2502,The Jews are the only few to receive public welfare.,The vast majority of the world's population gets public welfare if in need.,JEWS,
Multi_CONAN,2503,Jews feel superior and they are able to love only other Jews.,"Love is a state of mutual trust and respect, love is not predestined by religion. Love is possible between people of different faiths.",JEWS,
Multi_CONAN,2504,All Jews are criminals.,This is a myth perpetuated by individuals who wish to delegitimize and isolate individuals based on their religion. All religions have value and a positive role in society. Judaism is no exception.,JEWS,
Multi_CONAN,2505,Jews are just a bunch of criminals,"Perhaps the most offensive part of this allegation is that it is made to delegitimize all Jews. This accusation is aimed at stigmatizing a group that is generally not guilty of any crime. Another example would be ""All Pakistani are potential terrorists"".",JEWS,
Multi_CONAN,2506,Jews are a separate ethnicity and should be banned.,It is in the interest of all humanity to have a peaceful and integrated society. Diversity of opinion and belief is the rule rather than the exception.,JEWS,
